transaction_id,customer_id,account_id,transaction_datetime,transaction_amount,merchant_name,merchant_category,payment_channel,device_type,device_id,ip_address,customer_age,customer_tenure_months,customer_city,customer_country,account_balance,failed_transactions_last_24h,transactions_last_24h,transactions_last_30d,avg_transaction_amount_30d,distance_from_home_km,is_international,is_new_device,row_id,transaction_date,transaction_time,transaction_dt,day_name,month_name,transaction_year,is_weekend,transaction_period,risk_score,customer_segment,transaction_category,fraud_flag
TXN1000002,CUST500002,ACC700002,"2026-03-14 02:00:02",2399.41,"Google play",Food,"Mobile Wallet",MacBook,DEV378209,198.135.232.53,48.0,10,Mumbai,India,1153423.33,5,33,248,15594.00,9133.54,0,1,11,2026-03-14,02:00:02,"2026-03-14 02:00:02",Saturday,March,2026,1,Night,131.00,Premium,Medium,"High Risk"
TXN1000038,CUST500038,ACC700038,"2024-08-30 23:26:24",750.29,Amazon,E-commerce,"Credit Card",Windows,DEV398723,165.161.120.193,74.0,52,Kolkata,India,641036.83,7,2,217,5018.10,11987.37,0,0,12,2024-08-30,23:26:24,"2024-08-30 23:26:24",Friday,August,2024,0,Evening,74.00,Gold,Low,"High Risk"
TXN1000177,CUST500177,ACC700177,"2025-12-03 08:14:19",981.20,Microsoft,Retail,UPI,iPhone,DEV969681,141.236.42.130,70.0,78,Ahmedabad,India,807642.70,10,19,46,1136.38,3549.73,0,1,13,2025-12-03,08:14:19,"2025-12-03 08:14:19",Wednesday,December,2025,0,Morning,153.00,Gold,Low,"High Risk"
TXN1000108,CUST500108,ACC700108,"2025-04-18 17:28:10",2768.74,Apple,Travel,"Mobile Wallet",iPhone,DEV685424,94.90.88.94,30.0,56,Tokyo,Japan,1401796.46,7,26,126,1548.14,13829.76,1,1,14,2025-04-18,17:28:10,"2025-04-18 17:28:10",Friday,April,2025,0,Afternoon,157.00,Premium,Medium,"High Risk"
TXN1000039,CUST500039,ACC700039,"2024-07-11 18:38:07",2400.97,Microsoft,Electronics,UPI,MacBook,DEV706381,186.137.107.63,79.0,49,Mumbai,India,601677.35,11,27,274,70425.43,1119.09,0,0,15,2024-07-11,18:38:07,"2024-07-11 18:38:07",Thursday,July,2024,0,Evening,164.00,Gold,Medium,"High Risk"
TXN1000003,CUST500003,ACC700003,"2026-03-28 07:16:03",400.90,Uber,E-commerce,"Mobile Wallet",Tablet,DEV973999,109.132.208.17,49.0,134,Vijayawada,India,1003036.86,5,32,17,63565.90,9681.77,0,0,16,2026-03-28,07:16:03,"2026-03-28 07:16:03",Saturday,March,2026,1,Morning,114.00,Premium,Low,"High Risk"
TXN1000178,CUST500178,ACC700178,"2026-03-24 21:21:16",1222.17,Ebay,Entertainment,"Net Banking",MacBook,DEV382725,146.188.232.254,50.0,161,Vijayawada,India,773989.41,1,2,187,53584.50,14305.57,0,0,17,2026-03-24,21:21:16,"2026-03-24 21:21:16",Tuesday,March,2026,0,Evening,14.00,Gold,Medium,"Low Risk"
TXN1000109,CUST500109,ACC700109,"2026-05-07 17:42:51",363.07,Netflix,Travel,"Mobile Wallet",Android,DEV306941,195.91.157.103,48.0,35,Mumbai,India,1342399.68,5,22,190,24315.18,8249.32,0,1,18,2026-05-07,17:42:51,"2026-05-07 17:42:51",Thursday,May,2026,0,Afternoon,109.00,Premium,Low,"High Risk"
TXN1000040,CUST500040,ACC700040,"2025-04-21 05:19:34",808.06,Microsoft,Travel,UPI,iPhone,DEV808006,202.137.186.63,20.0,40,Mumbai,India,1283111.14,8,6,26,62825.02,11957.58,0,1,19,2025-04-21,05:19:34,"2025-04-21 05:19:34",Monday,April,2025,0,Night,107.00,Premium,Low,"High Risk"
TXN1000004,CUST500004,ACC700004,"2025-09-18 00:54:31",1013.74,Walmart,Travel,"Debit Card",Tablet,DEV510195,190.187.253.62,74.0,19,Singapore,Singapore,1084946.87,6,36,173,1321.49,8793.03,1,1,20,2025-09-18,00:54:31,"2025-09-18 00:54:31",Thursday,September,2025,0,Night,167.00,Premium,Medium,"High Risk"
TXN1000179,CUST500179,ACC700179,"2026-03-31 21:58:50",2079.70,Amazon,Travel,UPI,MacBook,DEV246639,18.208.55.140,23.0,109,Kolkata,India,511105.89,2,28,141,49884.25,232.12,0,1,21,2026-03-31,21:58:50,"2026-03-31 21:58:50",Tuesday,March,2026,0,Evening,91.00,Gold,Medium,"High Risk"
TXN1000005,CUST500005,ACC700005,"2026-04-28 07:57:49",9427.97,Apple,Food,"Mobile Wallet",Tablet,DEV858816,86.51.5.28,70.0,16,Kolkata,India,958562.46,7,40,120,40858.34,14710.12,0,0,22,2026-04-28,07:57:49,"2026-04-28 07:57:49",Tuesday,April,2026,0,Morning,150.00,Gold,Medium,"High Risk"
TXN1000180,CUST500180,ACC700180,"2024-07-18 02:56:04",1985.17,Costco,Retail,"Mobile Wallet",iPhone,DEV798287,198.37.246.24,58.0,28,Delhi,India,42365.47,3,23,45,23085.86,3365.40,0,1,23,2024-07-18,02:56:04,"2024-07-18 02:56:04",Thursday,July,2024,0,Night,91.00,Regular,Medium,"High Risk"
TXN1000041,CUST500041,ACC700041,"2025-06-01 02:19:06",321.29,"Best buy",Electronics,"Net Banking",MacBook,DEV790042,95.124.99.65,61.0,27,Kolkata,India,131878.68,3,9,70,58676.07,9919.87,0,1,24,2025-06-01,02:19:06,"2025-06-01 02:19:06",Sunday,June,2025,1,Night,63.00,Regular,Low,"High Risk"
TXN1000042,CUST500042,ACC700042,"2024-11-03 09:33:58",1223.05,Alibaba,Travel,"Debit Card",MacBook,DEV985614,197.176.137.15,29.0,137,Pune,India,794180.64,10,35,47,74350.41,13875.58,0,0,25,2024-11-03,09:33:58,"2024-11-03 09:33:58",Sunday,November,2024,1,Morning,170.00,Gold,Medium,"High Risk"
TXN1000110,CUST500110,ACC700110,"2024-07-07 19:58:49",1178.88,Amazn,E-commerce,"Mobile Wallet",iPhone,DEV442038,130.250.239.137,34.0,49,"New York",USA,768958.50,5,15,242,21490.52,8105.27,1,0,26,2024-07-07,19:58:49,"2024-07-07 19:58:49",Sunday,July,2024,1,Evening,100.00,Gold,Medium,"High Risk"
TXN1000043,CUST500043,ACC700043,"2026-02-23 19:57:25",3209.29,Airbnb,E-commerce,"Credit Card",Tablet,DEV602688,213.147.35.69,19.0,96,Delhi,India,445092.05,12,29,192,48626.99,4263.25,0,1,27,2026-02-23,19:57:25,"2026-02-23 19:57:25",Monday,February,2026,0,Evening,193.00,Gold,Medium,"High Risk"
TXN1000044,CUST500044,ACC700044,"2024-10-11 17:08:39",2536.62,Netflix,Retail,"Mobile Wallet",Android,DEV614672,12.62.145.173,69.0,96,Mumbai,India,1131784.50,10,11,54,73269.79,9270.70,0,0,28,2024-10-11,17:08:39,"2024-10-11 17:08:39",Friday,October,2024,0,Afternoon,122.00,Premium,Medium,"High Risk"
TXN1000006,CUST500006,ACC700006,"2025-03-25 06:48:03",159.70,Uber,Food,UPI,Android,DEV241272,176.193.44.125,47.0,50,Paris,France,32492.17,12,22,140,71604.94,9514.03,1,0,29,2025-03-25,06:48:03,"2025-03-25 06:48:03",Tuesday,March,2025,0,Morning,184.00,Regular,Low,"High Risk"
TXN1000045,CUST500045,ACC700045,"2025-02-26 04:49:46",1786.78,Microsoft,E-commerce,UPI,MacBook,DEV651218,206.117.67.108,66.0,60,Bengaluru,India,1319522.21,12,33,255,25210.07,14066.66,0,1,30,2025-02-26,04:49:46,"2025-02-26 04:49:46",Wednesday,February,2025,0,Night,201.00,Premium,Medium,"High Risk"
TXN1000181,CUST500181,ACC700181,"2026-05-09 17:47:28",7782.16,Netflix,Retail,"Net Banking",iPhone,DEV563122,220.22.126.30,59.0,179,Ahmedabad,India,303679.11,8,10,80,45492.63,14815.81,0,0,31,2026-05-09,17:47:28,"2026-05-09 17:47:28",Saturday,May,2026,1,Afternoon,100.00,Gold,Medium,"High Risk"
TXN1000046,CUST500046,ACC700046,"2025-01-24 13:10:24",19778.79,Netflix,E-commerce,"Net Banking",iPhone,DEV346706,109.52.89.96,49,14,Singapore,Singapore,1036592.06,11,9,189,70003.75,2104.55,1,0,32,2025-01-24,13:10:24,"2025-01-24 13:10:24",Friday,January,2025,0,Afternoon,148.00,Premium,High,"High Risk"
TXN1000182,CUST500182,ACC700182,"2024-11-24 00:30:30",7297.98,Alibaba,Electronics,UPI,Windows,DEV138967,176.171.155.40,25.0,33,Tokyo,Japan,949241.68,4,13,114,68066.32,8137.09,1,1,33,2024-11-24,00:30:30,"2024-11-24 00:30:30",Sunday,November,2024,1,Night,101.00,Gold,Medium,"High Risk"
TXN1000047,CUST500047,ACC700047,"2024-07-21 22:52:47",2732.34,Alibaba,Electronics,"Mobile Wallet",iPhone,DEV633338,186.130.133.137,78.0,168,Berlin,Germany,274788.24,7,32,3,35347.73,4150.36,1,1,34,2024-07-21,22:52:47,"2024-07-21 22:52:47",Sunday,July,2024,1,Evening,169.00,Gold,Medium,"High Risk"
TXN1000007,CUST500007,ACC700007,"2025-05-05 06:00:18",1177.43,Microsoft,Travel,UPI,Android,DEV554243,202.231.73.40,75.0,3,Delhi,India,1193806.10,6,4,280,52096.02,6063.11,0,1,35,2025-05-05,06:00:18,"2025-05-05 06:00:18",Monday,May,2025,0,Morning,83.00,Premium,Medium,"High Risk"
TXN1000048,CUST500048,ACC700048,"2026-05-06 06:03:17",4811.36,Alibaba,Food,"Net Banking",Windows,DEV149577,89.93.27.7,58.0,110,Pune,India,1297320.67,11,5,168,33311.46,217.02,0,0,36,2026-05-06,06:03:17,"2026-05-06 06:03:17",Wednesday,May,2026,0,Morning,120.00,Premium,Medium,"High Risk"
TXN1000183,CUST500183,ACC700183,"2024-06-26 18:26:57",1262.77,Costco,Entertainment,"Mobile Wallet",Windows,DEV336202,194.124.54.22,56.0,54,Bengaluru,India,422087.05,0,29,276,23356.22,8360.30,0,0,37,2024-06-26,18:26:57,"2024-06-26 18:26:57",Wednesday,June,2024,0,Evening,58.00,Gold,Medium,"High Risk"
TXN1000008,CUST500008,ACC700008,"2026-02-16 12:18:54",6412.06,Amazon,Entertainment,"Debit Card",iPhone,DEV465289,198.213.208.88,19.0,164,Ahmedabad,India,954489.80,2,26,33,53857.07,10185.78,0,1,38,2026-02-16,12:18:54,"2026-02-16 12:18:54",Monday,February,2026,0,Afternoon,87.00,Gold,Medium,"High Risk"
TXN1000184,CUST500184,ACC700184,"2024-10-05 07:45:58",1044.57,Costco,Food,UPI,Android,DEV223011,148.83.185.111,60.0,73,Chennai,India,650760.05,1,11,196,74712.30,9291.37,0,0,39,2024-10-05,07:45:58,"2024-10-05 07:45:58",Saturday,October,2024,1,Morning,32.00,Gold,Medium,"Medium Risk"
TXN1000049,CUST500049,ACC700049,"2025-10-20 11:00:23",16952.04,Netflix,Travel,"Credit Card",Tablet,DEV828702,42.70.77.155,61.0,144,Dubai,UAE,714680.96,12,37,175,49951.45,489.92,1,0,40,2025-10-20,11:00:23,"2025-10-20 11:00:23",Monday,October,2025,0,Morning,214.00,Gold,High,"High Risk"
TXN1000111,CUST500111,ACC700111,"2024-10-29 09:52:29",6265.85,"Best buy",Food,"Mobile Wallet",Windows,DEV871185,130.100.159.63,45.0,179,Dubai,UAE,534058.86,7,31,29,44016.00,9669.36,1,1,41,2024-10-29,09:52:29,"2024-10-29 09:52:29",Tuesday,October,2024,0,Morning,167.00,Gold,Medium,"High Risk"
TXN1000009,CUST500009,ACC700009,"2024-06-30 07:23:22",759.96,Target,E-commerce,UPI,Tablet,DEV506017,219.111.53.237,52.0,79,London,UK,220062.71,10,18,200,27699.77,8023.81,1,1,42,2024-06-30,07:23:22,"2024-06-30 07:23:22",Sunday,June,2024,1,Morning,171.00,Regular,Low,"High Risk"
TXN1000050,CUST500050,ACC700050,"2024-10-15 07:35:01",495.67,Target,E-commerce,"Net Banking",iPhone,DEV770414,70.86.95.69,71.0,4,Sydney,Australia,522935.27,10,8,138,71590.78,5346.91,1,1,43,2024-10-15,07:35:01,"2024-10-15 07:35:01",Tuesday,October,2024,0,Morning,151.00,Gold,Low,"High Risk"
TXN1000051,CUST500051,ACC700051,"2026-04-28 05:52:32",639.84,Apple,Retail,UPI,Tablet,DEV234781,134.193.9.141,80.0,133,Dubai,UAE,16068.81,7,32,216,30036.77,7493.36,1,0,44,2026-04-28,05:52:32,"2026-04-28 05:52:32",Tuesday,April,2026,0,Night,154.00,Regular,Low,"High Risk"
TXN1000052,CUST500052,ACC700052,"2025-09-23 00:40:41",10339.35,Netflix,E-commerce,"Net Banking",MacBook,DEV222646,162.246.140.23,43.0,19,Hyderabad,India,539253.00,6,6,101,19361.25,10386.24,0,1,45,2025-09-23,00:40:41,"2025-09-23 00:40:41",Tuesday,September,2025,0,Night,87.00,Gold,High,"High Risk"
TXN1000185,CUST500185,ACC700185,"2025-02-13 22:55:25",140.18,Flipkart,Travel,"Debit Card",Android,DEV580727,211.235.35.94,19.0,122,Paris,France,665316.69,10,25,195,1242.87,9901.98,1,0,46,2025-02-13,22:55:25,"2025-02-13 22:55:25",Thursday,February,2025,0,Evening,170.00,Gold,Low,"High Risk"
TXN1000112,CUST500112,ACC700112,"2025-01-23 19:10:28",866.78,Target,Travel,"Net Banking",Android,DEV387352,216.108.103.163,36.0,31,Vijayawada,India,187183.04,7,22,74,72087.05,9418.98,0,0,47,2025-01-23,19:10:28,"2025-01-23 19:10:28",Thursday,January,2025,0,Evening,114.00,Regular,Low,"High Risk"
TXN1000010,CUST500010,ACC700010,"2025-05-18 20:26:55",917.01,Ebay,Entertainment,"Net Banking",MacBook,DEV165070,137.61.50.236,65.0,35,Bengaluru,India,682656.13,0,22,231,65343.68,11102.47,0,1,48,2025-05-18,20:26:55,"2025-05-18 20:26:55",Sunday,May,2025,1,Evening,59.00,Gold,Low,"High Risk"
TXN1000053,CUST500053,ACC700053,"2026-03-15 04:41:43",813.98,Target,Retail,"Net Banking",iPhone,DEV865870,100.145.253.46,45.0,115,Delhi,India,1072232.62,6,3,49,70219.97,14200.38,0,1,49,2026-03-15,04:41:43,"2026-03-15 04:41:43",Sunday,March,2026,1,Night,81.00,Premium,Low,"High Risk"
TXN1000186,CUST500186,ACC700186,"2026-01-01 02:00:18",1044.28,"Google play",Electronics,"Mobile Wallet",Windows,DEV440216,206.222.50.47,64.0,61,Berlin,Germany,487606.38,4,9,202,60187.02,4957.53,1,0,50,2026-01-01,02:00:18,"2026-01-01 02:00:18",Thursday,January,2026,0,Night,78.00,Gold,Medium,"High Risk"
TXN1000113,CUST500113,ACC700113,"2024-07-13 22:44:56",2984.68,Netflix,Retail,"Net Banking",Android,DEV798451,216.219.146.14,49,111,Hyderabad,India,82973.91,7,11,264,68259.70,3583.34,0,0,51,2024-07-13,22:44:56,"2024-07-13 22:44:56",Saturday,July,2024,1,Evening,92.00,Regular,Medium,"High Risk"
TXN1000054,CUST500054,ACC700054,"2026-02-24 15:23:13",1862.52,Netflix,Travel,UPI,Windows,DEV735112,217.50.252.184,29.0,31,Kolkata,India,41417.65,6,32,165,2569.43,3069.29,0,1,52,2026-02-24,15:23:13,"2026-02-24 15:23:13",Tuesday,February,2026,0,Afternoon,139.00,Regular,Medium,"High Risk"
TXN1000011,CUST500011,ACC700011,"2025-08-01 11:38:12",1644.66,Walmart,Entertainment,"Debit Card",Tablet,DEV639722,32.203.36.10,53.0,36,Mumbai,India,516012.74,1,34,189,16945.33,8552.78,0,0,53,2025-08-01,11:38:12,"2025-08-01 11:38:12",Friday,August,2025,0,Morning,78.00,Gold,Medium,"High Risk"
TXN1000187,CUST500187,ACC700187,"2025-10-22 08:14:39",679.90,Uber,E-commerce,"Credit Card",Tablet,DEV733745,209.78.55.39,18.0,140,Kolkata,India,1042248.91,6,1,211,65511.19,8014.40,0,1,54,2025-10-22,08:14:39,"2025-10-22 08:14:39",Wednesday,October,2025,0,Morning,77.00,Premium,Low,"High Risk"
TXN1000012,CUST500012,ACC700012,"2024-09-29 15:46:56",8033.61,Apple,Electronics,"Debit Card",Windows,DEV517511,193.243.167.96,20.0,129,Vijayawada,India,121462.36,3,32,103,56882.82,13365.99,0,0,55,2024-09-29,15:46:56,"2024-09-29 15:46:56",Sunday,September,2024,1,Afternoon,94.00,Regular,Medium,"High Risk"
TXN1000114,CUST500114,ACC700114,"2024-10-16 10:08:07",4977.78,Amazon,E-commerce,UPI,Tablet,DEV265267,206.161.190.110,67.0,31,Bengaluru,India,369222.99,0,34,121,35915.72,5717.26,0,0,56,2024-10-16,10:08:07,"2024-10-16 10:08:07",Wednesday,October,2024,0,Morning,68.00,Gold,Medium,"High Risk"
TXN1000055,CUST500055,ACC700055,"2026-03-12 07:40:08",5267.53,Walmart,Travel,"Mobile Wallet",MacBook,DEV478219,165.104.54.230,32.0,137,Chennai,India,1131398.16,0,39,242,62894.35,3119.85,0,0,57,2026-03-12,07:40:08,"2026-03-12 07:40:08",Thursday,March,2026,0,Morning,78.00,Premium,Medium,"High Risk"
TXN1000188,CUST500188,ACC700188,"2026-03-27 17:48:39",1267.97,Alibaba,E-commerce,"Credit Card",Android,DEV221322,200.9.140.208,42.0,4,Delhi,India,348919.20,4,25,136,25135.22,6987.00,0,0,58,2026-03-27,17:48:39,"2026-03-27 17:48:39",Friday,March,2026,0,Afternoon,90.00,Gold,Medium,"High Risk"
TXN1000013,CUST500013,ACC700013,"2025-10-28 23:25:36",954.41,Flipkart,Entertainment,"Debit Card",Android,DEV457715,186.145.52.80,49,138,Hyderabad,India,201067.98,12,34,70,58977.40,7259.39,0,1,59,2025-10-28,23:25:36,"2025-10-28 23:25:36",Tuesday,October,2025,0,Evening,203.00,Regular,Low,"High Risk"
TXN1000056,CUST500056,ACC700056,"2026-02-02 20:03:00",4405.93,Apple,Travel,"Credit Card",iPhone,DEV586067,210.50.38.27,48.0,85,Tokyo,Japan,714569.50,7,29,139,32783.19,13702.55,1,0,60,2026-02-02,20:03:00,"2026-02-02 20:03:00",Monday,February,2026,0,Evening,148.00,Gold,Medium,"High Risk"
TXN1000115,CUST500115,ACC700115,"2025-06-30 20:33:59",2389.26,Uber,Electronics,"Mobile Wallet",Android,DEV952521,77.98.58.58,35.0,157,Bengaluru,India,1301576.60,12,40,275,5122.79,8265.45,0,0,61,2025-06-30,20:33:59,"2025-06-30 20:33:59",Monday,June,2025,0,Evening,200.00,Premium,Medium,"High Risk"
TXN1000057,CUST500057,ACC700057,"2025-08-30 05:53:47",10455.53,Apple,Entertainment,"Debit Card",MacBook,DEV693734,136.207.112.123,54.0,157,Paris,France,796058.13,3,3,83,52242.58,11849.16,1,1,62,2025-08-30,05:53:47,"2025-08-30 05:53:47",Saturday,August,2025,1,Night,71.00,Gold,High,"High Risk"
TXN1000116,CUST500116,ACC700116,"2025-09-20 17:50:49",459.00,Target,Entertainment,"Net Banking",MacBook,DEV156967,115.130.196.86,21.0,59,Ahmedabad,India,99145.47,2,1,200,57714.74,13486.51,0,0,63,2025-09-20,17:50:49,"2025-09-20 17:50:49",Saturday,September,2025,1,Afternoon,22.00,Regular,Low,"Low Risk"
TXN1000189,CUST500189,ACC700189,"2025-08-21 13:15:27",2674.68,Uber,Food,"Net Banking",Tablet,DEV752747,103.69.186.161,56.0,116,Pune,India,12576.54,6,11,13,20148.28,11934.82,0,1,64,2025-08-21,13:15:27,"2025-08-21 13:15:27",Thursday,August,2025,0,Afternoon,97.00,Regular,Medium,"High Risk"
TXN1000058,CUST500058,ACC700058,"2025-11-11 01:32:50",8067.86,Samsung,Electronics,"Debit Card",iPhone,DEV645544,132.40.179.167,33.0,179,Singapore,Singapore,626447.66,11,5,299,28979.84,947.66,1,1,65,2025-11-11,01:32:50,"2025-11-11 01:32:50",Tuesday,November,2025,0,Night,155.00,Gold,Medium,"High Risk"
TXN1000014,CUST500014,ACC700014,"2025-06-08 23:16:57",1159.82,Alibaba,Entertainment,"Net Banking",Windows,DEV515040,194.114.210.59,76.0,58,Singapore,Singapore,1260669.98,2,39,4,67380.29,11857.89,1,1,66,2025-06-08,23:16:57,"2025-06-08 23:16:57",Sunday,June,2025,1,Evening,133.00,Premium,Medium,"High Risk"
TXN1000059,CUST500059,ACC700059,"2026-05-20 04:36:42",5267.93,Walmart,Travel,"Mobile Wallet",iPhone,DEV246522,223.207.176.247,79.0,78,Toronto,Canada,624513.54,2,29,138,46302.13,9198.84,1,0,67,2026-05-20,04:36:42,"2026-05-20 04:36:42",Wednesday,May,2026,0,Night,98.00,Gold,Medium,"High Risk"
TXN1000117,CUST500117,ACC700117,"2025-06-21 14:18:52",1296.63,Costco,Travel,"Mobile Wallet",Android,DEV520270,153.66.128.121,47.0,139,Delhi,India,1341327.98,7,19,48,10037.21,7287.23,0,0,68,2025-06-21,14:18:52,"2025-06-21 14:18:52",Saturday,June,2025,1,Afternoon,108.00,Premium,Medium,"High Risk"
TXN1000118,CUST500118,ACC700118,"2024-08-19 23:25:53",12828.33,Netflix,Entertainment,"Credit Card",MacBook,DEV442671,103.177.226.129,40.0,35,Pune,India,531568.50,10,3,196,55815.22,6996.41,0,1,69,2024-08-19,23:25:53,"2024-08-19 23:25:53",Monday,August,2024,0,Evening,121.00,Gold,High,"High Risk"
TXN1000190,CUST500190,ACC700190,"2025-03-28 16:16:40",2158.55,Amazon,E-commerce,"Credit Card",Android,DEV763704,220.13.39.0,32.0,164,"New York",USA,154827.92,12,20,179,14341.15,7288.21,1,0,70,2025-03-28,16:16:40,"2025-03-28 16:16:40",Friday,March,2025,0,Afternoon,180.00,Regular,Medium,"High Risk"
TXN1000015,CUST500015,ACC700015,"2025-01-14 18:43:13",1171.04,Alibaba,Retail,"Debit Card",MacBook,DEV479417,198.105.125.50,79.0,172,Delhi,India,1283845.65,5,22,111,57794.42,5145.50,0,0,71,2025-01-14,18:43:13,"2025-01-14 18:43:13",Tuesday,January,2025,0,Evening,94.00,Premium,Medium,"High Risk"
TXN1000060,CUST500060,ACC700060,"2026-02-28 13:08:54",834.88,Ebay,Travel,"Credit Card",Tablet,DEV569077,145.77.19.89,19.0,47,Mumbai,India,238534.44,5,39,83,24501.40,1508.47,0,0,72,2026-02-28,13:08:54,"2026-02-28 13:08:54",Saturday,February,2026,1,Afternoon,128.00,Regular,Low,"High Risk"
TXN1000016,CUST500016,ACC700016,"2024-11-24 20:47:26",16414.66,Uber,Retail,"Net Banking",MacBook,DEV624785,193.204.216.233,34.0,45,Toronto,Canada,1284640.90,6,23,36,69134.05,1834.90,1,1,73,2024-11-24,20:47:26,"2024-11-24 20:47:26",Sunday,November,2024,1,Evening,141.00,Premium,High,"High Risk"
TXN1000191,CUST500191,ACC700191,"2026-01-01 21:05:14",1754.66,Uber,Entertainment,UPI,MacBook,DEV277823,221.149.210.225,33.0,46,Hyderabad,India,57743.08,3,12,209,46625.57,6179.46,0,1,74,2026-01-01,21:05:14,"2026-01-01 21:05:14",Thursday,January,2026,0,Evening,69.00,Regular,Medium,"High Risk"
TXN1000061,CUST500061,ACC700061,"2024-12-16 09:15:21",4003.25,Walmart,Food,"Net Banking",iPhone,DEV199094,202.84.208.175,80.0,143,Delhi,India,786750.79,9,15,53,31142.31,2336.59,0,1,75,2024-12-16,09:15:21,"2024-12-16 09:15:21",Monday,December,2024,0,Morning,135.00,Gold,Medium,"High Risk"
TXN1000017,CUST500017,ACC700017,"2024-09-07 12:10:15",16103.41,Amazon,Food,UPI,Tablet,DEV507285,219.59.255.46,37.0,28,Kolkata,India,698856.62,12,20,125,48548.00,3988.71,0,1,76,2024-09-07,12:10:15,"2024-09-07 12:10:15",Saturday,September,2024,1,Afternoon,175.00,Gold,High,"High Risk"
TXN1000192,CUST500192,ACC700192,"2025-10-18 07:43:13",2207.43,Samsung,Entertainment,"Net Banking",Tablet,DEV380680,133.29.218.119,49.0,16,Sydney,Australia,551350.12,7,40,88,21690.17,6977.02,1,1,77,2025-10-18,07:43:13,"2025-10-18 07:43:13",Saturday,October,2025,1,Morning,185.00,Gold,Medium,"High Risk"
